OrganizationFormalName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,CharacteristicName,MonitoringLocationIdentifier,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultMeasureValue,ResultMeasure.MeasureUnitCode,ResultSampleFractionText,ResultAnalyticalMethod.MethodName,MethodDescriptionText,ProviderName,siteTimes
Bureau of Reclamation,2015-07-29,11:45:00,MDT,pH,1119USBR_WQX-PAL101,Grab,Water Bottle,8.27,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL101
Bureau of Reclamation,2015-07-28,10:18:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,8.22,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,09:55:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.1,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-10-08,09:35:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,19.6,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-10-08_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-07-28,09:23:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:24:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,15.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-08-11_break_1119USBR_WQX-JAC001
National Park Service Water Resources Division,2015-04-14,09:30:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,23.8,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-04-14_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-07-28,09:25:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:32:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.14,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:46:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,14.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:40:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,5.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,09:27:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,12:30:00,MDT,pH,1119USBR_WQX-JAC101,Grab,Water Bottle,6.7,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2015-07-29,09:45:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,42.5,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,11:15:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,14.7,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,09:00:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.81,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:19:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,17.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,08:55:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,47.6,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:17:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,17.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-08-11_break_1119USBR_WQX-JAC001
National Park Service Water Resources Division,2015-11-09,13:00:00,MST,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,26.8,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-11-09_break_11NPSWRD_WQX-GRTE_SNR02
National Park Service Water Resources Division,2015-08-24,13:35:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR02,,,16.34,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-08-24_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-07-28,09:42:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,16.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:15:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.1,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,09:05:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.69,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:45:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,8.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:33:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.11,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:18:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,18.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:31:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.14,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,11:09:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-17,11:09:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.45,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
National Park Service Water Resources Division,2015-10-08,09:35:00,MDT,pH,11NPSWRD_WQX-GRTE_SNR01,,,8.07,None,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-10-08_break_11NPSWRD_WQX-GRTE_SNR01
National Park Service Water Resources Division,2015-10-08,09:35:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR01,,,12.21,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-10-08_break_11NPSWRD_WQX-GRTE_SNR01
State of Wyoming Department of Environmental Quality Watershed Program,2012-06-21,14:10:00,MDT,pH,WYDEQ_WATERSHED-MRW0164,SP-Water,Water Bottle,7.97,None,,150.1,,STORET,2012-06-21_break_WYDEQ_WATERSHED-MRW0164
Bureau of Reclamation,2012-06-27,09:58:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,10.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-06-27_break_1119USBR_WQX-JAC001
State of Wyoming Department of Environmental Quality Watershed Program,2012-06-18,17:10:00,MDT,pH,WYDEQ_WATERSHED-MRW0190,SP-Water,Water Bottle,7.96,None,,150.1,,STORET,2012-06-18_break_WYDEQ_WATERSHED-MRW0190
Bureau of Reclamation,2012-06-27,10:01:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.6,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:12:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.69,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:02:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,19.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:02:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,8.31,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-07-25,10:20:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.6,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-07-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:14:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.57,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-07-25,10:22:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,20.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-07-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-07-25,10:39:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,7.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-07-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-06-27,09:57:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.7,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-JAC001
State of Wyoming Department of Environmental Quality Watershed Program,2012-10-09,16:10:00,MDT,temperature,WYDEQ_WATERSHED-MRW0163,SP-Water,Water Bottle,6.94,deg C,,170.1,,STORET,2012-10-09_break_WYDEQ_WATERSHED-MRW0163
State of Wyoming Department of Environmental Quality Watershed Program,2012-10-09,16:10:00,MDT,pH,WYDEQ_WATERSHED-MRW0163,SP-Water,Water Bottle,8.57,None,,150.1,,STORET,2012-10-09_break_WYDEQ_WATERSHED-MRW0163
Bureau of Reclamation,2012-07-25,10:37:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.51,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-07-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-06-27,14:25:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,13.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-06-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2012-08-08,11:20:00,MDT,Calcium,1119USBR_WQX-JAC101,Grab,Water Bottle,14.0,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2012-08-08_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2012-06-27,15:09:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,5.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-06-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2012-07-25,12:15:00,MDT,Calcium,1119USBR_WQX-JAC101,Grab,Water Bottle,13.8,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2012-07-25_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2012-06-27,14:15:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.37,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2012-06-27,14:43:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.85,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2012-06-27,10:04:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,8.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-06-27_break_1119USBR_WQX-JAC001
State of Wyoming Department of Environmental Quality Watershed Program,2012-06-18,17:10:00,MDT,temperature,WYDEQ_WATERSHED-MRW0190,SP-Water,Water Bottle,10.07,deg C,,170.1,,STORET,2012-06-18_break_WYDEQ_WATERSHED-MRW0190
Bureau of Reclamation,2012-06-27,10:15:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.41,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-06-27,10:15:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-06-27_break_1119USBR_WQX-JAC001
State of Wyoming Department of Environmental Quality Watershed Program,2012-06-21,13:42:00,MDT,temperature,WYDEQ_WATERSHED-MRW0163,SP-Water,Water Bottle,15.69,deg C,,170.1,,STORET,2012-06-21_break_WYDEQ_WATERSHED-MRW0163
Bureau of Reclamation,2012-06-27,09:55:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.72,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-JAC001
State of Wyoming Department of Environmental Quality Watershed Program,2012-06-21,15:08:00,MDT,temperature,WYDEQ_WATERSHED-MRW0189,SP-Water,Water Bottle,15.15,deg C,,170.1,,STORET,2012-06-21_break_WYDEQ_WATERSHED-MRW0189
State of Wyoming Department of Environmental Quality Watershed Program,2012-06-21,15:08:00,MDT,pH,WYDEQ_WATERSHED-MRW0189,SP-Water,Water Bottle,7.61,None,,150.1,,STORET,2012-06-21_break_WYDEQ_WATERSHED-MRW0189
Bureau of Reclamation,2012-08-08,10:19:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.36,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-17,10:45:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,6.7,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-17,10:56:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,12.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-05-27,11:23:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,8.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,11:40:00,MDT,pH,1119USBR_WQX-JAC101,Grab,Water Bottle,8.37,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2015-07-28,10:15:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,6.9,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-29,09:17:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,18.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:40:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,10.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:40:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.6,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-07-09,06:40:00,MDT,pH,11NPSWRD_WQX-GRTE_SNR01,,,8.0,None,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-07-09_break_11NPSWRD_WQX-GRTE_SNR01
National Park Service Water Resources Division,2015-07-09,06:40:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR01,,,14.46,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-07-09_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-07-28,09:44:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,15.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:44:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.87,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,10:45:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.77,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-05-27,11:29:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.36,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:06:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,12.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,10:58:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.69,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-17,10:58:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,10.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,08:56:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,14.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:56:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.91,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-04-14,12:00:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR01,,,6.8,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-04-14_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-08-11,11:26:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,8.04,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:23:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.11,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:23:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.0,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:23:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,7.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:23:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,14.2,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:10:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.84,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-08-08_break_1119USBR_WQX-JAC001
State of Wyoming Department of Environmental Quality Watershed Program,2012-06-18,14:28:00,MDT,pH,WYDEQ_WATERSHED-MRW0163,SP-Water,Water Bottle,8.45,None,,150.1,,STORET,2012-06-18_break_WYDEQ_WATERSHED-MRW0163
State of Wyoming Department of Environmental Quality Watershed Program,2012-06-18,14:28:00,MDT,temperature,WYDEQ_WATERSHED-MRW0163,SP-Water,Water Bottle,16.75,deg C,,170.1,,STORET,2012-06-18_break_WYDEQ_WATERSHED-MRW0163
Bureau of Reclamation,2012-07-25,10:29:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.81,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-07-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-07-25,10:29:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,11.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-07-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-06-27,14:31:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,12.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-06-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2012-06-27,14:31:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.91,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2012-06-27,14:58:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,8.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-06-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2012-07-25,10:43:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-07-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-06-27,09:58:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.67,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,11:20:00,MDT,pH,1119USBR_WQX-JAC101,Grab,Water Bottle,7.5,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-08-08_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2012-06-27,09:52:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,12.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-06-27_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-06-27,10:04:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.56,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-06-27,09:50:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.4,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-06-27,14:47:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,9.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-06-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2012-07-25,10:32:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.69,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-07-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-08-08,10:19:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,7.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2012-08-08_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2012-06-27,14:15:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.5,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2012-06-27_break_1119USBR_WQX-PAL008
